TRANSCRIPTION,TAGS,,,,,,,,,,,,,
"So we launched impression share in 2019. The little thing in the UI that says you know you have this many impressions and this is how many you could have had. It was a really basic formula, that is literally how many Ad requests did we get for these search terms or filters on the campaign. And filters bloats it out like crazy because we have a bunch of other filters on products. But it's never been modified or adjusted since 2019. So most retailers, we don't turn it on. Now as a metric, it's great. It's massive FOMO [fear of missing out] kind of metric on here is every single thing you're losing on. You're missing 2000 impressions a day. Or a percentage is better because it's a share of voice [note, percentage calculation is missing from the UI]. So you say you know like 70% of the time someone else is winning and getting your customers? But I guess we haven't had sufficient capacity to invest in that space of making advertisers realise how much more they should be spending.",Staffing or Resourcing, Limitation, Ad requests, AdManager, Gap (Product or Service), Data challenge, Search terms / Keywords, Retailers, Impressions, Campaigns, Metrics, Filter,,
"I feel like this is like maybe it's been discussed, but I feel like a really cheap and easy system we could set up to at least giving more awareness to brands as to what search terms are available, is you could just have a graph of search terms that are currently being searched the most and the percentage of are there actually advertisements on those search terms?",,,,,,,,,,,,,,
Thats Fill Rate.,,,,,,,,,,,,,,
Do have has kind of analysis in DataGrid?,,,,,,,,,,,,,,
"Yeah, I was going to say we definitely have Fill Rate in DataGrid. Because we never had a pricing strategy on advanced reporting because we don't have firm outline of how DataGrid looks in the future. We have a retailer dashboard that says exactly that. That's the Fill Rate dashboard [in DataGrid], but it's not rolled out to anything more than about 2 customers, I think. That's another thing. It's just shows [data]. Here's everywhere you should be focusing your time on advertisers. So a lot of things [problems to address] are just using what we have better instead of building new things.",Customer needs, Fill Rates, Pricing structure, Guidance, Complexity, Business challenge, DataGrid,,,,,,,
"I'd two more. I'll just ask one of the time in case we run out of time. It's in the ecosystem research the bit the brands [Tiers] 2 and 3 aren't spending is linked to digital literacy. So that's ""I don't know what I don't know. I kind of need some guidance"". And the other side of it is ""I can't really interpret the metrics, so I don't know if I should spend more, spend less and go dark if I spend too quick"". So there's a couple of things there. There's no one silver bullet. But again, I'm hoping to share all that [research] back to the context of that. Jimmy knows all is because he was in the interviews with us as well. So we've made [the findings] it very contextual in that. So just remind me to share that back with this group again in more detailed kind of terms.",,,,,,,,,,,,,,
"Jimmy, the second question I had was one thing that came out, that ecosystem was Ad diversity. Like it's not just kind of Fill Rates on sponsored Ads and that. What's the big blockers for retailers taking up more Ad diversity. I'm talking about the richness of the Ads, the amount of placement, so extending beyond sponsored Ads. And then obviously there's far reach stuff like off-site, which is the magical [fix all], social media and digital video and DOOH [Digital Out Of Home video], right – the nirvana of revenue. So are there any barriers on the retailer side that's stopping them moving into that adversity and revenue diversity?",,,,,,,,,,,,,,
"Interesting you say that. Search and category cross-sell, for example, haven't performed that well because they're on a cost per click [CPC] model. It's interesting because I've always pushed more placements, but what we're finding is you get to a certain point where we need that cost per impression [CPI] for sponsored products? No, we definitely are seeing a saturation point. Nectars' [Nectar306] one of them where they keep putting Ads everywhere. But it hits the point where brands either aren't investing on them or they're not performing that great because they're not in great spots.",SPA (Sponsored Product Ads), CPC (Cost Per Click), Performance, Placements, CPI (Cost Per Impression), Cross-sell, Search terms / Keywords, Categories, Brands, Spend, Nectar360, Poor performance, Future opportunity,
"I mean someone the other day said search is 80% of our Ad revenue. I thought it was more like 50 to 60 [percent]. But at that point, it's interesting on where you focus because diversity is a couple of different things.",Revenue, Business norm, Search terms / Keywords,,,,,,,,,,,
"One problem we have with banners – which some people will be traumatised by the last couple of months – as we tried to play with banner diversity. One problem we used to have was a campaign could would serve in multiple… I'm trying to think. We got a couple of things like for product Ads, for example, it's not too hard for a brand with relevant products to dominate [winning bids]. Because we don't restrict [Ads], you can only serve two per brand or something like that. Anyone who's aware of THE ICONIC custom endpoint we actually did once originally have a brand restriction where we'd only serve one or two products per brand to the retailer. And that's something we haven't really ever done as well. But in terms of more placements on a retailer, I think we're hitting a point where we're realising we're distracting retailers. I know [THE ICONIC restitution] it still lives in the code. I wish we could turn that [code] off and I wish we could turn the TechData [TD Synnex] one off. We always forget it.",Diversity, Placements, Product, Brands, Banners,,,,,,,,,
